#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620187896, 0.0, 6.829, 0.236, 7, 8, -77, 2, cc:f4:11:4b:fb:1b
620188410, 0.0, 7.181, 0.945, 7, 8, -77, 2, cc:f4:11:4b:fb:1b
620188920, 0.0, 7.21, 0.281, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620189431, 0.0, 6.976, 0.168, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620189941, 0.0, 7.034, 0.17, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620190454, 0.0, 7.034, 0.164, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620190965, 0.0, 7.22, 0.889, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620191477, 0.0, 7.142, 0.213, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620191988, 0.0, 7.181, 0.187, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620192499, 0.0, 6.858, 0.227, 7, 8, -77, 2, cc:f4:11:4b:fb:1b
620193010, 0.0, 6.976, 0.15, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620193520, 0.0, 7.181, 0.139, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620194030, 0.0, 6.829, 0.278, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620194542, 0.0, 7.239, 0.28, 7, 8, -77, 2, cc:f4:11:4b:fb:1b
620195053, 0.0, 7.034, 0.198, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620195565, 0.0, 6.946, 0.191, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620196076, 0.0, 7.151, 0.184, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620196585, 0.0, 6.829, 0.288, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620197097, 0.0, 7.151, 0.173, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620197609, 0.0, 7.181, 1.226, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620198125, 0.0, 7.034, 0.105, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620198634, 0.0, 6.858, 0.227, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620199145, 0.0, 6.946, 0.199, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620199646, 0.0, 7.063, 0.197, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620200167, 0.0, 7.122, 0.234, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620200679, 0.0, 7.005, 0.153, 7, 8, -76, 2, cc:f4:11:4b:fb:1b
620201196, 0.0, 6.976, 0.154, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620201703, 0.0, 6.829, 0.233, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620202215, 0.0, 6.8, 0.233, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620202726, 0.0, 6.771, 0.243, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620203235, 0.0, 6.976, 0.266, 7, 8, -75, 2, cc:f4:11:4b:fb:1b
620203747, 0.0, 6.741, 0.187, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620204256, 0.0, 6.771, 0.198, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620204771, 0.0, 6.8, 0.242, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
620205280, 0.0, 6.771, 0.178, 7, 8, -74, 2, cc:f4:11:4b:fb:1b
