#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620194542, 0.0, 3.083, 0.105, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620195053, 0.0, 3.044, 0.116, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620195565, 0.0, 3.161, 0.109, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620196076, 0.0, 3.21, 0.125, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620196585, 0.0, 3.21, 0.118, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620197097, 0.0, 3.151, 0.084, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620197609, 0.0, 3.21, 0.117, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620198125, 0.0, 3.122, 0.133, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620198634, 0.0, 3.083, 0.104, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620199145, 0.0, 3.083, 0.109, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620199646, 0.0, 3.093, 0.078, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620200167, 0.0, 3.161, 0.122, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620200679, 0.0, 3.122, 0.087, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620201197, 0.0, 3.122, 0.15, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620201703, 0.0, 3.161, 0.138, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620202215, 0.0, 3.034, 0.225, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620202726, 0.0, 3.2, 0.048, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620203236, 0.0, 3.2, 0.103, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620203747, 0.0, 3.122, 0.118, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620204256, 0.0, 2.888, 0.254, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620204771, 0.0, 3.239, 0.085, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
620205280, 0.0, 3.151, 0.121, 7, 8, -58, 2, b0:e4:d5:01:eb:5d
