#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620335021, 0.0, 3.2, 1.039, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620335532, 0.0, 4.372, 0.342, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620336039, 0.0, 4.411, 0.237, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620336554, 0.0, 4.372, 0.278, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620337066, 0.0, 4.567, 0.185, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620337576, 0.0, 4.45, 0.261, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620338086, 0.0, 3.239, 1.007, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620338592, 0.0, 4.372, 0.284, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620339109, 0.0, 3.2, 0.966, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620339621, 0.0, 3.786, 0.787, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620340163, 0.0, 3.982, 0.69, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620340641, 0.0, 3.903, 0.736, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620341148, 0.0, 3.747, 0.764, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620341663, 0.0, 3.786, 0.819, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620342176, 0.0, 4.489, 0.206, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620342683, 0.0, 4.411, 0.254, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620343197, 0.0, 3.903, 0.742, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620343701, 0.0, 4.411, 0.261, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620344215, 0.0, 3.825, 0.764, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620344727, 0.0, 3.825, 0.841, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620345239, 0.0, 4.372, 0.246, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620345752, 0.0, 4.45, 0.274, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620346260, 0.0, 4.45, 0.227, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620346775, 0.0, 3.864, 0.729, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620347287, 0.0, 3.903, 0.739, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620347803, 0.0, 3.786, 0.846, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620348313, 0.0, 4.411, 0.241, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
620348819, 0.0, 3.786, 0.745, 7, 8, -57, 0, b0:e4:d5:1a:85:5d
