#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-MAC>
620189942, 0.0, 3.028, 1.199, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620190455, 0.0, 2.95, 1.266, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620190965, 0.0, 2.755, 1.347, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620191477, 0.0, 2.911, 1.318, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620191988, 0.0, 2.677, 1.382, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620192499, 0.0, 2.833, 1.345, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620193011, 0.0, 2.794, 1.385, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620193521, 0.0, 2.911, 1.331, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620194030, 0.0, 2.911, 1.294, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620194542, 0.0, 2.716, 1.397, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
620195053, 0.0, 2.911, 1.328, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620195565, 0.0, 2.755, 1.405, 7, 8, -60, 0, b0:e4:d5:1a:85:5d
620196076, 0.0, 2.794, 1.417, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620196585, 0.0, 2.716, 1.362, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620197097, 0.0, 2.794, 1.332, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620197609, 0.0, 2.677, 1.396, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620198125, 0.0, 2.716, 1.408, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620198634, 0.0, 2.872, 1.214, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620199145, 0.0, 2.95, 1.278, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620199646, 0.0, 2.833, 1.363, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620200167, 0.0, 2.911, 1.289, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620200679, 0.0, 2.833, 1.327, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620201197, 0.0, 2.794, 1.304, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620201703, 0.0, 2.794, 1.372, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620202215, 0.0, 2.95, 1.294, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620202726, 0.0, 2.911, 1.298, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620203236, 0.0, 2.872, 1.279, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620203747, 0.0, 2.872, 1.334, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620204256, 0.0, 2.794, 1.347, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620204771, 0.0, 2.989, 1.219, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
620205281, 0.0, 2.755, 1.33, 7, 8, -59, 0, b0:e4:d5:1a:85:5d
